Timestamp,Sensor,Temperature
2024-09-11 18:10:47,extruder,24.79
2024-09-11 18:10:47,extruder1,28.63
2024-09-11 18:10:47,extruder2,23.2
2024-09-11 18:10:47,heater_bed,25.19
2024-09-11 18:10:49,extruder,24.78
2024-09-11 18:10:49,extruder1,28.65
2024-09-11 18:10:49,extruder2,23.19
2024-09-11 18:10:49,heater_bed,25.2
2024-09-11 18:10:50,extruder,24.78
2024-09-11 18:10:50,extruder1,29.34
2024-09-11 18:10:50,extruder2,23.19
2024-09-11 18:10:50,heater_bed,25.22
2024-09-11 18:10:51,extruder,24.78
2024-09-11 18:10:51,extruder1,37.54
2024-09-11 18:10:51,extruder2,23.18
2024-09-11 18:10:51,heater_bed,25.19
2024-09-11 18:10:52,extruder,24.78
2024-09-11 18:10:52,extruder1,53.01
2024-09-11 18:10:52,extruder2,23.18
2024-09-11 18:10:52,heater_bed,25.2
2024-09-11 18:10:54,extruder,24.78
2024-09-11 18:10:54,extruder1,67.45
2024-09-11 18:10:54,extruder2,23.19
2024-09-11 18:10:54,heater_bed,25.2
2024-09-11 18:10:55,extruder,24.77
2024-09-11 18:10:55,extruder1,78.74
2024-09-11 18:10:55,extruder2,23.2
2024-09-11 18:10:55,heater_bed,25.19
2024-09-11 18:10:56,extruder,24.79
2024-09-11 18:10:56,extruder1,89.33
2024-09-11 18:10:56,extruder2,23.19
2024-09-11 18:10:56,heater_bed,25.21
2024-09-11 18:10:57,extruder,24.79
2024-09-11 18:10:57,extruder1,96.11
2024-09-11 18:10:57,extruder2,23.18
2024-09-11 18:10:57,heater_bed,25.21
2024-09-11 18:10:59,extruder,24.77
2024-09-11 18:10:59,extruder1,101.96
2024-09-11 18:10:59,extruder2,23.2
2024-09-11 18:10:59,heater_bed,25.17
2024-09-11 18:11:00,extruder,24.78
2024-09-11 18:11:00,extruder1,107.11
2024-09-11 18:11:00,extruder2,23.21
2024-09-11 18:11:00,heater_bed,25.19
2024-09-11 18:11:01,extruder,24.78
2024-09-11 18:11:01,extruder1,111.74
2024-09-11 18:11:01,extruder2,23.17
2024-09-11 18:11:01,heater_bed,25.19
2024-09-11 18:11:03,extruder,24.79
2024-09-11 18:11:03,extruder1,115.91
2024-09-11 18:11:03,extruder2,23.19
2024-09-11 18:11:03,heater_bed,25.18
2024-09-11 18:11:04,extruder,24.78
2024-09-11 18:11:04,extruder1,120.58
2024-09-11 18:11:04,extruder2,23.19
2024-09-11 18:11:04,heater_bed,25.19
2024-09-11 18:11:05,extruder,24.77
2024-09-11 18:11:05,extruder1,123.94
2024-09-11 18:11:05,extruder2,23.17
