Timestamp,Sensor,Temperature
2024-09-10 13:09:16,extruder,24.84
2024-09-10 13:09:16,extruder1,30.85
2024-09-10 13:09:16,extruder2,23.33
2024-09-10 13:09:16,heater_bed,25.43
2024-09-10 13:09:17,extruder,24.86
2024-09-10 13:09:17,extruder1,33.27
2024-09-10 13:09:17,extruder2,23.36
2024-09-10 13:09:17,heater_bed,25.43
2024-09-10 13:09:18,extruder,24.87
2024-09-10 13:09:18,extruder1,33.61
2024-09-10 13:09:18,extruder2,23.36
2024-09-10 13:09:18,heater_bed,25.44
2024-09-10 13:09:20,extruder,24.86
2024-09-10 13:09:20,extruder1,34.37
2024-09-10 13:09:20,extruder2,23.36
2024-09-10 13:09:20,heater_bed,25.42
2024-09-10 13:09:21,extruder,24.86
2024-09-10 13:09:21,extruder1,35.23
2024-09-10 13:09:21,extruder2,23.36
2024-09-10 13:09:21,heater_bed,25.44
2024-09-10 13:09:22,extruder,24.88
2024-09-10 13:09:22,extruder1,35.48
2024-09-10 13:09:22,extruder2,23.32
2024-09-10 13:09:22,heater_bed,25.44
2024-09-10 13:09:23,extruder,24.85
2024-09-10 13:09:23,extruder1,36.23
2024-09-10 13:09:23,extruder2,23.33
2024-09-10 13:09:23,heater_bed,25.44
2024-09-10 13:09:25,extruder,24.85
2024-09-10 13:09:25,extruder1,36.69
2024-09-10 13:09:25,extruder2,23.34
2024-09-10 13:09:25,heater_bed,25.43
2024-09-10 13:09:26,extruder,24.85
2024-09-10 13:09:26,extruder1,36.85
2024-09-10 13:09:26,extruder2,23.33
2024-09-10 13:09:26,heater_bed,25.43
2024-09-10 13:09:27,extruder,24.84
2024-09-10 13:09:27,extruder1,37.49
2024-09-10 13:09:27,extruder2,23.34
2024-09-10 13:09:27,heater_bed,25.43
2024-09-10 13:09:28,extruder,24.83
2024-09-10 13:09:28,extruder1,37.62
2024-09-10 13:09:28,extruder2,23.35
2024-09-10 13:09:28,heater_bed,25.42
2024-09-10 13:09:30,extruder,24.83
2024-09-10 13:09:30,extruder1,38.0
2024-09-10 13:09:30,extruder2,23.31
2024-09-10 13:09:30,heater_bed,25.43
2024-09-10 13:09:31,extruder,24.85
2024-09-10 13:09:31,extruder1,38.17
2024-09-10 13:09:31,extruder2,23.32
2024-09-10 13:09:31,heater_bed,25.42
2024-09-10 13:09:32,extruder,24.85
2024-09-10 13:09:32,extruder1,38.43
2024-09-10 13:09:32,extruder2,23.31
2024-09-10 13:09:32,heater_bed,25.41
2024-09-10 13:09:33,extruder,24.85
2024-09-10 13:09:33,extruder1,38.58
2024-09-10 13:09:33,extruder2,23.31
2024-09-10 13:09:33,heater_bed,25.4
2024-09-10 13:09:35,extruder,24.87
2024-09-10 13:09:35,extruder1,38.74
2024-09-10 13:09:35,extruder2,23.31
2024-09-10 13:09:35,heater_bed,25.41
2024-09-10 13:09:36,extruder,24.86
2024-09-10 13:09:36,extruder1,38.87
2024-09-10 13:09:36,extruder2,23.31
2024-09-10 13:09:36,heater_bed,25.43
2024-09-10 13:09:37,extruder,24.84
2024-09-10 13:09:37,extruder1,39.0
2024-09-10 13:09:37,extruder2,23.3
2024-09-10 13:09:37,heater_bed,25.43
2024-09-10 13:09:38,extruder,24.84
2024-09-10 13:09:38,extruder1,39.17
2024-09-10 13:09:38,extruder2,23.32
2024-09-10 13:09:38,heater_bed,25.43
2024-09-10 13:09:40,extruder,24.85
2024-09-10 13:09:40,extruder1,39.35
2024-09-10 13:09:40,extruder2,23.33
2024-09-10 13:09:40,heater_bed,25.41
2024-09-10 13:09:41,extruder,24.84
2024-09-10 13:09:41,extruder1,39.4
2024-09-10 13:09:41,extruder2,23.3
2024-09-10 13:09:41,heater_bed,25.41
2024-09-10 13:09:42,extruder,24.85
2024-09-10 13:09:42,extruder1,39.5
