Timestamp,Sensor,Temperature
2024-09-10 11:58:00,extruder,25.55
2024-09-10 11:58:00,extruder1,80.56
2024-09-10 11:58:00,extruder2,24.75
2024-09-10 11:58:00,heater_bed,25.64
2024-09-10 11:58:01,extruder,25.56
2024-09-10 11:58:01,extruder1,80.77
2024-09-10 11:58:01,extruder2,24.75
2024-09-10 11:58:01,heater_bed,25.62
2024-09-10 11:58:02,extruder,25.55
2024-09-10 11:58:02,extruder1,80.97
2024-09-10 11:58:02,extruder2,24.73
2024-09-10 11:58:02,heater_bed,25.64
2024-09-10 11:58:03,extruder,25.58
2024-09-10 11:58:03,extruder1,81.17
2024-09-10 11:58:03,extruder2,24.76
2024-09-10 11:58:03,heater_bed,25.62
2024-09-10 11:58:05,extruder,25.56
2024-09-10 11:58:05,extruder1,81.37
2024-09-10 11:58:05,extruder2,24.75
2024-09-10 11:58:05,heater_bed,25.62
2024-09-10 11:58:06,extruder,25.56
2024-09-10 11:58:06,extruder1,81.57
2024-09-10 11:58:06,extruder2,24.77
2024-09-10 11:58:06,heater_bed,25.61
2024-09-10 11:58:07,extruder,25.56
2024-09-10 11:58:07,extruder1,81.89
2024-09-10 11:58:07,extruder2,24.76
2024-09-10 11:58:07,heater_bed,25.64
2024-09-10 11:58:08,extruder,25.54
2024-09-10 11:58:08,extruder1,82.16
2024-09-10 11:58:08,extruder2,24.76
2024-09-10 11:58:08,heater_bed,25.64
2024-09-10 11:58:10,extruder,25.56
2024-09-10 11:58:10,extruder1,82.24
2024-09-10 11:58:10,extruder2,24.75
2024-09-10 11:58:10,heater_bed,25.66
2024-09-10 11:58:11,extruder,25.58
2024-09-10 11:58:11,extruder1,82.23
2024-09-10 11:58:11,extruder2,24.76
2024-09-10 11:58:11,heater_bed,25.66
2024-09-10 11:58:12,extruder,25.56
2024-09-10 11:58:12,extruder1,82.2
2024-09-10 11:58:12,extruder2,24.75
2024-09-10 11:58:12,heater_bed,25.67
2024-09-10 11:58:13,extruder,25.56
2024-09-10 11:58:13,extruder1,82.35
2024-09-10 11:58:13,extruder2,24.76
2024-09-10 11:58:13,heater_bed,25.66
2024-09-10 11:58:15,extruder,25.55
2024-09-10 11:58:15,extruder1,82.67
2024-09-10 11:58:15,extruder2,24.76
2024-09-10 11:58:15,heater_bed,25.66
2024-09-10 11:58:16,extruder,25.56
2024-09-10 11:58:16,extruder1,82.78
2024-09-10 11:58:16,extruder2,24.73
2024-09-10 11:58:16,heater_bed,25.65
2024-09-10 11:58:17,extruder,25.55
2024-09-10 11:58:17,extruder1,82.89
2024-09-10 11:58:17,extruder2,24.75
2024-09-10 11:58:17,heater_bed,25.65
2024-09-10 11:58:18,extruder,25.57
2024-09-10 11:58:18,extruder1,83.16
2024-09-10 11:58:18,extruder2,24.74
2024-09-10 11:58:18,heater_bed,25.65
2024-09-10 11:58:20,extruder,25.56
2024-09-10 11:58:20,extruder1,83.35
2024-09-10 11:58:20,extruder2,24.75
2024-09-10 11:58:20,heater_bed,25.65
2024-09-10 11:58:21,extruder,25.56
2024-09-10 11:58:21,extruder1,83.29
2024-09-10 11:58:21,extruder2,24.76
2024-09-10 11:58:21,heater_bed,25.65
2024-09-10 11:58:22,extruder,25.57
2024-09-10 11:58:22,extruder1,83.31
2024-09-10 11:58:22,extruder2,24.75
2024-09-10 11:58:22,heater_bed,25.64
2024-09-10 11:58:23,extruder,25.57
2024-09-10 11:58:23,extruder1,83.65
2024-09-10 11:58:23,extruder2,24.75
2024-09-10 11:58:23,heater_bed,25.67
2024-09-10 11:58:25,extruder,25.56
2024-09-10 11:58:25,extruder1,84.1
2024-09-10 11:58:25,extruder2,24.74
2024-09-10 11:58:25,heater_bed,25.66
2024-09-10 11:58:26,extruder,25.56
2024-09-10 11:58:26,extruder1,84.53
2024-09-10 11:58:26,extruder2,24.77
2024-09-10 11:58:26,heater_bed,25.64
2024-09-10 11:58:27,extruder,25.55
2024-09-10 11:58:27,extruder1,84.99
2024-09-10 11:58:27,extruder2,24.76
2024-09-10 11:58:27,heater_bed,25.66
2024-09-10 11:58:28,extruder,25.56
2024-09-10 11:58:28,extruder1,85.56
2024-09-10 11:58:28,extruder2,24.76
2024-09-10 11:58:28,heater_bed,25.65
