Timestamp,Sensor,Temperature
2024-09-10 12:00:01,extruder,25.52
2024-09-10 12:00:01,extruder1,90.99
2024-09-10 12:00:01,extruder2,24.76
2024-09-10 12:00:01,heater_bed,25.7
2024-09-10 12:00:03,extruder,25.53
2024-09-10 12:00:03,extruder1,91.07
2024-09-10 12:00:03,extruder2,24.75
2024-09-10 12:00:03,heater_bed,25.67
2024-09-10 12:00:04,extruder,25.53
2024-09-10 12:00:04,extruder1,91.32
2024-09-10 12:00:04,extruder2,24.76
2024-09-10 12:00:04,heater_bed,25.66
2024-09-10 12:00:05,extruder,25.53
2024-09-10 12:00:05,extruder1,91.56
2024-09-10 12:00:05,extruder2,24.76
2024-09-10 12:00:05,heater_bed,25.67
2024-09-10 12:00:06,extruder,25.53
2024-09-10 12:00:06,extruder1,91.73
2024-09-10 12:00:06,extruder2,24.77
2024-09-10 12:00:06,heater_bed,25.67
2024-09-10 12:00:08,extruder,25.53
2024-09-10 12:00:08,extruder1,91.99
2024-09-10 12:00:08,extruder2,24.76
2024-09-10 12:00:08,heater_bed,25.68
2024-09-10 12:00:09,extruder,25.51
2024-09-10 12:00:09,extruder1,92.28
2024-09-10 12:00:09,extruder2,24.77
2024-09-10 12:00:09,heater_bed,25.65
2024-09-10 12:00:10,extruder,25.54
2024-09-10 12:00:10,extruder1,92.54
2024-09-10 12:00:10,extruder2,24.74
2024-09-10 12:00:10,heater_bed,25.68
2024-09-10 12:00:11,extruder,25.52
2024-09-10 12:00:11,extruder1,92.83
2024-09-10 12:00:11,extruder2,24.77
2024-09-10 12:00:11,heater_bed,25.67
2024-09-10 12:00:13,extruder,25.53
2024-09-10 12:00:13,extruder1,93.14
2024-09-10 12:00:13,extruder2,24.78
2024-09-10 12:00:13,heater_bed,25.68
2024-09-10 12:00:14,extruder,25.52
2024-09-10 12:00:14,extruder1,93.45
2024-09-10 12:00:14,extruder2,24.76
2024-09-10 12:00:14,heater_bed,25.68
2024-09-10 12:00:15,extruder,25.55
2024-09-10 12:00:15,extruder1,93.79
2024-09-10 12:00:15,extruder2,24.76
2024-09-10 12:00:15,heater_bed,25.69
2024-09-10 12:00:16,extruder,25.53
2024-09-10 12:00:16,extruder1,94.18
2024-09-10 12:00:16,extruder2,24.76
2024-09-10 12:00:16,heater_bed,25.68
2024-09-10 12:00:18,extruder,25.55
2024-09-10 12:00:18,extruder1,94.47
2024-09-10 12:00:18,extruder2,24.76
2024-09-10 12:00:18,heater_bed,25.68
2024-09-10 12:00:19,extruder,25.53
2024-09-10 12:00:19,extruder1,94.82
2024-09-10 12:00:19,extruder2,24.72
2024-09-10 12:00:19,heater_bed,25.69
2024-09-10 12:00:20,extruder,25.55
2024-09-10 12:00:20,extruder1,95.16
2024-09-10 12:00:20,extruder2,24.77
2024-09-10 12:00:20,heater_bed,25.69
2024-09-10 12:00:21,extruder,25.51
2024-09-10 12:00:21,extruder1,95.44
2024-09-10 12:00:21,extruder2,24.75
2024-09-10 12:00:21,heater_bed,25.68
2024-09-10 12:00:23,extruder,25.52
2024-09-10 12:00:23,extruder1,95.71
2024-09-10 12:00:23,extruder2,24.75
2024-09-10 12:00:23,heater_bed,25.69
2024-09-10 12:00:24,extruder,25.53
2024-09-10 12:00:24,extruder1,95.94
2024-09-10 12:00:24,extruder2,24.75
2024-09-10 12:00:24,heater_bed,25.7
2024-09-10 12:00:25,extruder,25.53
2024-09-10 12:00:25,extruder1,96.15
2024-09-10 12:00:25,extruder2,24.74
2024-09-10 12:00:25,heater_bed,25.68
2024-09-10 12:00:26,extruder,25.54
2024-09-10 12:00:26,extruder1,96.43
2024-09-10 12:00:26,extruder2,24.75
2024-09-10 12:00:26,heater_bed,25.68
2024-09-10 12:00:28,extruder,25.53
2024-09-10 12:00:28,extruder1,96.7
2024-09-10 12:00:28,extruder2,24.74
2024-09-10 12:00:28,heater_bed,25.68
2024-09-10 12:00:29,extruder,25.52
2024-09-10 12:00:29,extruder1,97.0
2024-09-10 12:00:29,extruder2,24.75
2024-09-10 12:00:29,heater_bed,25.7
2024-09-10 12:00:30,extruder,25.53
2024-09-10 12:00:30,extruder1,97.35
2024-09-10 12:00:30,extruder2,24.74
2024-09-10 12:00:30,heater_bed,25.68
2024-09-10 12:00:31,extruder,25.52
2024-09-10 12:00:31,extruder1,97.66
2024-09-10 12:00:31,extruder2,24.75
2024-09-10 12:00:31,heater_bed,25.65
2024-09-10 12:00:33,extruder,25.52
2024-09-10 12:00:33,extruder1,97.91
2024-09-10 12:00:33,extruder2,24.76
2024-09-10 12:00:33,heater_bed,25.66
2024-09-10 12:00:34,extruder,25.51
2024-09-10 12:00:34,extruder1,98.12
2024-09-10 12:00:34,extruder2,24.76
2024-09-10 12:00:34,heater_bed,25.66
2024-09-10 12:00:35,extruder,25.52
2024-09-10 12:00:35,extruder1,98.25
2024-09-10 12:00:35,extruder2,24.75
2024-09-10 12:00:35,heater_bed,25.65
2024-09-10 12:00:37,extruder,25.53
2024-09-10 12:00:37,extruder1,98.36
2024-09-10 12:00:37,extruder2,24.74
2024-09-10 12:00:37,heater_bed,25.66
2024-09-10 12:00:38,extruder,25.51
2024-09-10 12:00:38,extruder1,98.56
2024-09-10 12:00:38,extruder2,24.74
2024-09-10 12:00:38,heater_bed,25.68
2024-09-10 12:00:39,extruder,25.52
2024-09-10 12:00:39,extruder1,98.78
2024-09-10 12:00:39,extruder2,24.76
2024-09-10 12:00:39,heater_bed,25.68
2024-09-10 12:00:40,extruder,25.53
2024-09-10 12:00:40,extruder1,98.99
2024-09-10 12:00:40,extruder2,24.76
2024-09-10 12:00:40,heater_bed,25.69
2024-09-10 12:00:42,extruder,25.52
2024-09-10 12:00:42,extruder1,99.24
2024-09-10 12:00:42,extruder2,24.76
2024-09-10 12:00:42,heater_bed,25.68
2024-09-10 12:00:43,extruder,25.52
2024-09-10 12:00:43,extruder1,99.56
2024-09-10 12:00:43,extruder2,24.76
2024-09-10 12:00:43,heater_bed,25.68
2024-09-10 12:00:44,extruder,25.51
